"address","borough","date","status","resolution","zip_code","latitude","longitude","closed_date"
"41-11 GREENPOINT AVENUE","QUEENS",2021-12-28,"Open","Site to be cleaned.","11104","40.740089","-73.923844",NA
"1693 JEROME AVENUE","BRONX",2021-12-28,"Open","Graffiti Reported","10453","40.846602","-73.913146",NA
"3601 BROADWAY","MANHATTAN",2021-12-28,"Open","Site to be cleaned.","10031","40.828448","-73.948993",NA
"2175 JEROME AVENUE","BRONX",2021-12-28,"Open","Site to be cleaned.","10453","40.856336","-73.905148",NA
"32-49 GALE AVENUE","QUEENS",2021-12-28,"Open","Graffiti Reported","11101","40.738709","-73.934155",NA
"195 ST JAMES PLACE","BROOKLYN",2021-12-28,"Open","Site to be cleaned.","11238","40.683717","-73.963833",NA
"2193 JEROME AVENUE","BRONX",2021-12-28,"Open","Site to be cleaned.","10453","40.856830","-73.904840",NA
"542 WEST  147 STREET","MANHATTAN",2021-12-28,"Open","Site to be cleaned.","10031","40.827042","-73.947899",NA
"4402 8 AVENUE","BROOKLYN",2021-12-28,"Open","Property Research Required","11220","40.644390","-74.000317",NA
"3251 WHITEPLAINS ROAD","BRONX",2021-12-14,"Open","Site downloaded for cleaning","10467","40.872339","-73.867137",NA
"3216 WHITE PLAINS ROAD","BRONX",2021-12-14,"Open","Site downloaded for cleaning","10467","40.871908","-73.867131",NA
"912 DRUMGOOLE ROAD WEST","STATEN ISLAND",2021-12-14,"Open","Property Research Required","10312","40.547939","-74.180538",NA
"145-04 JAMAICA AVENUE","QUEENS",2021-12-14,"Open","Site to be cleaned.","11435","40.701958","-73.809794",NA
"772A BURKE AVENUE","BRONX",2021-12-14,"Open","Site downloaded for cleaning","10467","40.871386","-73.864406",NA
"3395 WHITE PLAINS ROAD","BRONX",2021-12-14,"Open","Site downloaded for cleaning","10467","40.875042","-73.867052",NA
"126 RALPH AVENUE","BROOKLYN",2021-12-14,"Open","Site to be cleaned.","11221","40.685723","-73.923286",NA
"11 NORWOOD AVENUE","STATEN ISLAND",2021-12-14,"Open","Graffiti Reported","10304","40.621654","-74.072473",NA
"1205 UTICA AVENUE","BROOKLYN",2021-12-14,"Open","Graffiti Reported","11203","40.643246","-73.929460",NA
"3364 WHITEPLAINS ROAD","BRONX",2021-12-14,"Open","Site downloaded for cleaning","10467","40.874674","-73.867042",NA
"2742 BROADWAY","MANHATTAN",2021-12-14,"Open","Site downloaded for cleaning","10025","40.800639","-73.967948",NA
"1039 EAST GUNHILL ROAD","BRONX",2021-12-14,"Open","Site downloaded for cleaning","10469","40.874190","-73.856398",NA
"29 7 AVENUE SOUTH","MANHATTAN",2021-12-14,"Open","Site to be cleaned.","10014","40.730812","-74.004395",NA
"718 BURKE AVENUE","BRONX",2021-12-14,"Open","Graffiti Reported","10467","40.871421","-73.866427",NA
"224-02 BRADDOCK AVENUE","QUEENS",2021-12-14,"Open","Site to be cleaned.","11428","40.727680","-73.732546",NA
"707 EAST  216 STREET","BRONX",2021-12-14,"Open","Site downloaded for cleaning","10467","40.881263","-73.863369",NA
"732 EAST  187 STREET","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10458","40.853750","-73.883112",NA
"38 ORCHARD STREET","MANHATTAN",2021-12-13,"Open","Graffiti Reported","10002","40.715850","-73.991389",NA
"1300 BURKE AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10469","40.871575","-73.848861",NA
"591 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10457","40.846470","-73.893730",NA
"1100 GRAND STREET","BROOKLYN",2021-12-13,"Open","Graffiti Reported","11211","40.713972","-73.932455",NA
"779 WYCKOFF AVENUE","QUEENS",2021-12-13,"Open","Graffiti Reported","11385","40.698572","-73.909325",NA
"537 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10457","40.846612","-73.895862",NA
"885 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Graffiti Reported","10460","40.842463","-73.885123",NA
"74 JAVA STREET","BROOKLYN",2021-12-13,"Open","Site downloaded for cleaning","11222","40.731236","-73.958413",NA
"731 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10457","40.844831","-73.889930",NA
"757 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Graffiti Reported","10457","40.844484","-73.889226",NA
"1976 PROSPECT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10457","40.844810","-73.888622",NA
"6102 5 AVENUE","BROOKLYN",2021-12-13,"Open","Site downloaded for cleaning","11220","40.638812","-74.016874",NA
"692 5 AVENUE","BROOKLYN",2021-12-13,"Open","Graffiti Reported","11215","40.661270","-73.993519",NA
"670 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10457","40.845799","-73.891934",NA
"773 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10460","40.844176","-73.888605",NA
"445 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Graffiti Reported","10457","40.847227","-73.898998",NA
"447 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Graffiti Reported","10457","40.847213","-73.898933",NA
"661 ALLERTON AVENUE","BRONX",2021-12-13,"Open","Graffiti Reported","10467","40.865410","-73.868724",NA
"631 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10457","40.846085","-73.892476",NA
"2865 WHITEPLAINS ROAD","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10467","40.867377","-73.867303",NA
"774 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10460","40.844127","-73.888540",NA
"2718 WHITEPLAINS ROAD","BRONX",2021-12-13,"Open","Graffiti Reported","10467","40.865749","-73.867339",NA
"2811 BOSTON ROAD","BRONX",2021-12-13,"Open","Graffiti Reported","10469","40.867097","-73.860329",NA
"649 ALLERTON AVENUE","BRONX",2021-12-13,"Open","Graffiti Reported","10467","40.865405","-73.869013",NA
"808 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10460","40.843656","-73.887590",NA
"310 WEST   55 STREET","MANHATTAN",2021-12-13,"Open","Site downloaded for cleaning","10019","40.765678","-73.984459",NA
"37-18 NORTHERN BOULEVARD","QUEENS",2021-12-13,"Open","Graffiti Reported","11101","40.752096","-73.925887",NA
"910 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10460","40.841984","-73.884203",NA
"850 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10460","40.843203","-73.886673",NA
"611 EAST TREMONT AVENUE","BRONX",2021-12-13,"Open","Site downloaded for cleaning","10457","40.846296","-73.892967",NA
"10 ST NICHOLAS AVENUE","MANHATTAN",2021-12-12,"Open","Site downloaded for cleaning","10026","40.799267","-73.952411",NA
"1982 2 AVENUE","MANHATTAN",2021-12-12,"Open","Site downloaded for cleaning","10029","40.787961","-73.944380",NA
"5309 2 AVENUE","BROOKLYN",2021-12-11,"Open","Graffiti Reported","11220","40.647293","-74.018786",NA
"1508 86 STREET","BROOKLYN",2021-12-11,"Open","Graffiti Reported","11228","40.611241","-74.009256",NA
"873 NOSTRAND AVENUE","BROOKLYN",2021-12-11,"Open","Graffiti Reported","11225","40.666838","-73.950775",NA
"1502 86 STREET","BROOKLYN",2021-12-11,"Open","Site downloaded for cleaning","11228","40.611310","-74.009368",NA
"202 39 STREET","BROOKLYN",2021-12-11,"Open","Property Research Required","11232","40.655081","-74.010185",NA
"2839 VALENTINE AVENUE","BRONX",2021-12-11,"Open","Site downloaded for cleaning","10458","40.869239","-73.890161",NA
"485 FLUSHING AVENUE","BROOKLYN",2021-12-11,"Open","Site downloaded for cleaning","11205","40.699148","-73.955630",NA
"1942 86 STREET","BROOKLYN",2021-12-11,"Open","Property Research Required","11214","40.605307","-73.999435",NA
"1914 86 STREET","BROOKLYN",2021-12-11,"Open","Site downloaded for cleaning","11214","40.605713","-74.000112",NA
"1962 86 STREET","BROOKLYN",2021-12-11,"Open","Property Research Required","11214","40.604983","-73.998891",NA
"4102 2 AVENUE","BROOKLYN",2021-12-11,"Open","Site downloaded for cleaning","11232","40.654046","-74.011789",NA
"2048 86 STREET","BROOKLYN",2021-12-11,"Open","Graffiti Reported","11214","40.603918","-73.997126",NA
"3901 2 AVENUE","BROOKLYN",2021-12-11,"Open","Graffiti Reported","11232","40.655182","-74.010574",NA
"2065 86 STREET","BROOKLYN",2021-12-11,"Open","Site downloaded for cleaning","11214","40.603619","-73.996600",NA
"4124 2 AVENUE","BROOKLYN",2021-12-11,"Open","Graffiti Reported","11232","40.653958","-74.011879",NA
"1968 86 STREET","BROOKLYN",2021-12-11,"Open","Site downloaded for cleaning","11214","40.604931","-73.998804",NA
"5001 2 AVENUE","BROOKLYN",2021-12-11,"Open","Site downloaded for cleaning","11232","40.649006","-74.017006",NA
"255 58 STREET","BROOKLYN",2021-12-11,"Open","Property Research Required","11220","40.643922","-74.020446",NA
"236 39 STREET","BROOKLYN",2021-12-11,"Open","Graffiti Reported","11232","40.654705","-74.009565",NA
"2448 WILLIAMSBRIDGE ROAD","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10469","40.861700","-73.857625",NA
"2062 WALLACE AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10462","40.852154","-73.864875",NA
"2138 WHITE PLAINS ROAD","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10462","40.854378","-73.867697",NA
"2132 WALLACE AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10462","40.853993","-73.864817",NA
"78 QUENTIN ROAD","BROOKLYN",2021-12-10,"Open","Graffiti Reported","11223","40.605427","-73.983736",NA
"710 LYDIG AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10462","40.854485","-73.867235",NA
"102 SECOND AVENUE","MANHATTAN",2021-12-10,"Open","Site downloaded for cleaning","10003","40.727304","-73.988595",NA
"87 AVENUE O","BROOKLYN",2021-12-10,"Open","Graffiti Reported","11204","40.610452","-73.981887",NA
"66 AVENUE O","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11204","40.610351","-73.982658",NA
"34 AVENUE O","BROOKLYN",2021-12-10,"Open","Graffiti Reported","11204","40.610225","-73.983822",NA
"7623 NEW UTRECHT AVENUE","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11214","40.614705","-74.000245",NA
"1534 WILLIAMSBRIDGE ROAD","BRONX",2021-12-10,"Open","Graffiti Reported","10461","40.845152","-73.846933",NA
"300 EAST   12 STREET","MANHATTAN",2021-12-10,"Open","Site downloaded for cleaning","10003","40.730861","-73.985560",NA
"86 QUENTIN ROAD","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11223","40.605449","-73.983499",NA
"405 EAST  187 STREET","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10458","40.858695","-73.893721",NA
"574A MORRIS PARK AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10460","40.843608","-73.870191",NA
"10 AVENUE O","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11204","40.610126","-73.984747",NA
"2182 WHITE PLAINS ROAD","BRONX",2021-12-10,"Open","Graffiti Reported","10462","40.855893","-73.867633",NA
"6900 BAY PARKWAY","BROOKLYN",2021-12-10,"Open","Property Research Required","11204","40.611515","-73.983872",NA
"102 AVENUE O","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11204","40.610496","-73.981336",NA
"4522 PARK AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10457","40.855260","-73.894981",NA
"2058 WALLACE AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10462","40.852121","-73.864875",NA
"586 PRESIDENT STREET","BROOKLYN",2021-12-10,"Open","Graffiti Reported","11215","40.676561","-73.982940",NA
"29 AVENUE A","MANHATTAN",2021-12-10,"Open","Site downloaded for cleaning","10009","40.723175","-73.985645",NA
"84 AVENUE O","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11204","40.610428","-73.981988",NA
"2550 BOSTON ROAD","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10467","40.864471","-73.863780",NA
"82 QUENTIN ROAD","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11223","40.605438","-73.983617",NA
"740 LYDIG AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10462","40.854459","-73.866114",NA
"6906 BAY PARKWAY","BROOKLYN",2021-12-10,"Open","Property Research Required","11204","40.611435","-73.983955",NA
"173 AVENUE B","MANHATTAN",2021-12-10,"Open","Site downloaded for cleaning","10009","40.727374","-73.979525",NA
"53 AVENUE C","MANHATTAN",2021-12-10,"Open","Site downloaded for cleaning","10009","40.722302","-73.980165",NA
"62 AVENUE O","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11204","40.610340","-73.982777",NA
"81 AVENUE O","BROOKLYN",2021-12-10,"Open","Graffiti Reported","11204","40.610439","-73.982042",NA
"1425 WEST   10 STREET","BROOKLYN",2021-12-10,"Open","Graffiti Reported","11204","40.610900","-73.984088",NA
"116 1 AVENUE","MANHATTAN",2021-12-10,"Open","Graffiti Reported","10009","40.726883","-73.985792",NA
"2027 WILLIAMSBRIDGE ROAD","BRONX",2021-12-10,"Open","Graffiti Reported","10461","40.854609","-73.854734",NA
"7701 17 AVENUE","BROOKLYN",2021-12-10,"Open","Property Research Required","11214","40.613583","-73.999658",NA
"210 AVENUE B","MANHATTAN",2021-12-10,"Open","Site downloaded for cleaning","10009","40.728554","-73.978688",NA
"326 EAST   11 STREET","MANHATTAN",2021-12-10,"Open","Graffiti Reported","10003","40.729812","-73.985063",NA
"32 AVENUE O","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11204","40.610195","-73.984103",NA
"2179 72 STREET","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11204","40.610288","-73.986191",NA
"4452 PARK AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10457","40.853817","-73.895833",NA
"54-60 46 STREET","QUEENS",2021-12-10,"Open","Site downloaded for cleaning","11378","40.730105","-73.922379",NA
"526 EAST    6 STREET","MANHATTAN",2021-12-10,"Open","Graffiti Reported","10009","40.725137","-73.983184",NA
"44 AVENUE O","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11204","40.610258","-73.983526",NA
"4502 PARK AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10457","40.854933","-73.895184",NA
"2368 WASHINGTON AVENUE","BRONX",2021-12-10,"Open","Graffiti Reported","10458","40.856838","-73.891786",NA
"2370 WASHINGTON AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10458","40.856873","-73.891761",NA
"2387 WASHINGTON AVENUE","BRONX",2021-12-10,"Open","Graffiti Reported","10458","40.857392","-73.891402",NA
"1511 WEST   10 STREET","BROOKLYN",2021-12-10,"Open","Property Research Required","11204","40.609654","-73.983843",NA
"6904 BAY PARKWAY","BROOKLYN",2021-12-10,"Open","Property Research Required","11204","40.611463","-73.983926",NA
"8 AVENUE B","MANHATTAN",2021-12-10,"Open","Site downloaded for cleaning","10009","40.721759","-73.983639",NA
"2360 WASHINGTON AVENUE","BRONX",2021-12-10,"Open","Graffiti Reported","10458","40.856698","-73.891891",NA
"2142 WHITE PLAINS ROAD","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10462","40.854872","-73.867678",NA
"1507 WEST   10 STREET","BROOKLYN",2021-12-10,"Open","Property Research Required","11204","40.609728","-73.983858",NA
"2066 WALLACE AVENUE","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10462","40.852185","-73.864875",NA
"72 AVENUE O","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11204","40.610373","-73.982482",NA
"649 EAST    9 STREET","MANHATTAN",2021-12-10,"Open","Site downloaded for cleaning","10009","40.725730","-73.979002",NA
"68 AVENUE O","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11204","40.610359","-73.982601",NA
"151 KINGSHIGWY","BROOKLYN",2021-12-10,"Open","Site downloaded for cleaning","11223","40.605863","-73.985825",NA
"2559 BOSTON ROAD","BRONX",2021-12-10,"Open","Site downloaded for cleaning","10467","40.864556","-73.863700",NA
"504 EAST   11 STREET","MANHATTAN",2021-12-10,"Open","Graffiti Reported","10009","40.728266","-73.981383",NA
"195 EAST FOURTH STREET","MANHATTAN",2021-12-10,"Open","Graffiti Reported","10009","40.724051","-73.984328",NA
"110 AVENUE C","MANHATTAN",2021-12-10,"Open","Site downloaded for cleaning","10009","40.724267","-73.978711",NA
"7620 17 AVENUE","BROOKLYN",2021-12-10,"Open","Graffiti Reported","11214","40.614069","-73.999179",NA
"88-20 LIBERTY AVENUE","QUEENS",2021-12-10,"Open","Graffiti Reported","11417","40.679901","-73.850384",NA
"479 60 STREET","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11220","40.639874","-74.016802",NA
"4004 5 AVENUE","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11232","40.650613","-74.004602",NA
"30 STEUBEN STREET","BROOKLYN",2021-12-09,"Open","Site downloaded for cleaning","11205","40.697123","-73.963782",NA
"470 BROOME STREET","MANHATTAN",2021-12-09,"Open","Graffiti Reported","10013","40.722619","-74.001512",NA
"668 39 STREET","BROOKLYN",2021-12-09,"Open","Property Research Required","11232","40.649089","-74.000321",NA
"4805 FIFTH AVENUE","BROOKLYN",2021-12-09,"Open","Site downloaded for cleaning","11220","40.646122","-74.009250",NA
"690 CLEVELAND STREET","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11208","40.667461","-73.882649",NA
"6125 5 AVENUE","BROOKLYN",2021-12-09,"Open","Property Research Required","11220","40.638716","-74.016949",NA
"6701 5 AVENUE","BROOKLYN",2021-12-09,"Open","Site downloaded for cleaning","11220","40.635473","-74.020177",NA
"1301 INWOOD AVENUE","BRONX",2021-12-09,"Open","Site downloaded for cleaning","10452","40.838458","-73.920370",NA
"749 39 STREET","BROOKLYN",2021-12-09,"Open","Site downloaded for cleaning","11232","40.647958","-73.998414",NA
"5924 5 AVENUE","BROOKLYN",2021-12-09,"Open","Property Research Required","11220","40.639882","-74.015764",NA
"476 40 STREET","BROOKLYN",2021-12-09,"Open","Property Research Required","11232","40.651107","-74.005171",NA
"6024 20 AVENUE","BROOKLYN",2021-12-09,"Open","Site downloaded for cleaning","11204","40.619200","-73.983085",NA
"5516 5 AVENUE","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11220","40.642163","-74.013394",NA
"7509 5 AVENUE","BROOKLYN",2021-12-09,"Open","Property Research Required","11209","40.629322","-74.022697",NA
"473 63 STREET","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11220","40.638227","-74.018661",NA
"4012 5 AVENUE","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11232","40.650580","-74.004634",NA
"6203 20 AVENUE","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11204","40.618146","-73.984155",NA
"6223 20 AVENUE","BROOKLYN",2021-12-09,"Open","Site downloaded for cleaning","11204","40.618067","-73.984238",NA
"2401 ATLANTIC AVENUE","BROOKLYN",2021-12-09,"Open","Site downloaded for cleaning","11233","40.676054","-73.905480",NA
"6107 20 AVENUE","BROOKLYN",2021-12-09,"Open","Site downloaded for cleaning","11204","40.618687","-73.983593",NA
"287 EAST   10 STREET","MANHATTAN",2021-12-09,"Open","Graffiti Reported","10009","40.728050","-73.982689",NA
"4006 5 AVENUE","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11232","40.650604","-74.004613",NA
"6216 20 AVENUE","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11204","40.618100","-73.984230",NA
"62 DELANCEY STREET","MANHATTAN",2021-12-09,"Open","Site downloaded for cleaning","10002","40.719399","-73.990974",NA
"33-67 29 STREET","QUEENS",2021-12-09,"Open","Site downloaded for cleaning","11106","40.761053","-73.928328",NA
"1351 INWOOD AVENUE","BRONX",2021-12-09,"Open","Site downloaded for cleaning","10452","40.839530","-73.919581",NA
"6103 20 AVENUE","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11204","40.618703","-73.983575",NA
"2008 63 STREET","BROOKLYN",2021-12-09,"Open","Site downloaded for cleaning","11204","40.617523","-73.984400",NA
"7818 5 AVENUE","BROOKLYN",2021-12-09,"Open","Site downloaded for cleaning","11209","40.627044","-74.023650",NA
"472 63 STREET","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11220","40.638213","-74.018671",NA
"7811 5 AVENUE","BROOKLYN",2021-12-09,"Open","Graffiti Reported","11209","40.627079","-74.023611",NA
